Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-05-2019,,,,,,,,
Gegevens beschikbaar:,15-02-1999,tot:,19-12-2018,,,,,,,,
Datum: ,02-05-2019,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B52C2089,001,,188619,383753,3033,14-01-1999,14-01-1999,23-03-2016,3050,17,2939,2839
B52C2089,001,,188619,383753,3033,23-03-2016,23-03-2016,19-12-2018,3084,51,2990,2890


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B52C2089,001,06-08-2015,121,104,2929,,,,,,
B52C2089,001,07-08-2015,124,107,2926,,,,,,
B52C2089,001,08-08-2015,124,107,2926,,,,,,
B52C2089,001,09-08-2015,122,105,2928,,,,,,
B52C2089,001,10-08-2015,121,104,2929,,,,,,
B52C2089,001,11-08-2015,122,105,2928,,,,,,
B52C2089,001,12-08-2015,124,107,2926,,,,,,
B52C2089,001,13-08-2015,125,108,2925,,,,,,
B52C2089,001,14-08-2015,123,106,2927,,,,,,
B52C2089,001,15-08-2015,122,105,2928,,,,,,
B52C2089,001,16-08-2015,119,102,2931,,,,,,
B52C2089,001,17-08-2015,113,96,2937,,,,,,
B52C2089,001,18-08-2015,108,91,2942,,,,,,
B52C2089,001,19-08-2015,109,92,2941,,,,,,
B52C2089,001,20-08-2015,109,92,2941,,,,,,
B52C2089,001,21-08-2015,110,93,2940,,,,,,
B52C2089,001,22-08-2015,109,92,2941,,,,,,
B52C2089,001,23-08-2015,109,92,2941,,,,,,
B52C2089,001,24-08-2015,105,88,2945,,,,,,
B52C2089,001,25-08-2015,105,88,2945,,,,,,
B52C2089,001,26-08-2015,104,87,2946,,,,,,
B52C2089,001,27-08-2015,105,88,2945,,,,,,
B52C2089,001,28-08-2015,104,87,2946,,,,,,
B52C2089,001,29-08-2015,103,86,2947,,,,,,
B52C2089,001,30-08-2015,103,86,2947,,,,,,
B52C2089,001,31-08-2015,103,86,2947,,,,,,
B52C2089,001,01-09-2015,105,88,2945,,,,,,
B52C2089,001,02-09-2015,105,88,2945,,,,,,
B52C2089,001,03-09-2015,104,87,2946,,,,,,
B52C2089,001,04-09-2015,104,87,2946,,,,,,
B52C2089,001,05-09-2015,104,87,2946,,,,,,
B52C2089,001,06-09-2015,104,87,2946,,,,,,
B52C2089,001,07-09-2015,104,87,2946,,,,,,
B52C2089,001,08-09-2015,105,88,2945,,,,,,
B52C2089,001,09-09-2015,106,89,2944,,,,,,
B52C2089,001,10-09-2015,106,89,2944,,,,,,
B52C2089,001,11-09-2015,107,90,2943,,,,,,
B52C2089,001,12-09-2015,106,89,2944,,,,,,
B52C2089,001,13-09-2015,106,89,2944,,,,,,
B52C2089,001,14-09-2015,105,88,2945,,,,,,
B52C2089,001,15-09-2015,106,89,2944,,,,,,
B52C2089,001,16-09-2015,106,89,2944,,,,,,
B52C2089,001,17-09-2015,106,89,2944,,,,,,
B52C2089,001,18-09-2015,107,90,2943,,,,,,
B52C2089,001,19-09-2015,108,91,2942,,,,,,
B52C2089,001,20-09-2015,106,89,2944,,,,,,
B52C2089,001,21-09-2015,103,86,2947,,,,,,
B52C2089,001,22-09-2015,101,84,2949,,,,,,
B52C2089,001,23-09-2015,103,86,2947,,,,,,
B52C2089,001,24-09-2015,100,83,2950,,,,,,
B52C2089,001,25-09-2015,101,84,2949,,,,,,
B52C2089,001,26-09-2015,103,86,2947,,,,,,
B52C2089,001,27-09-2015,104,87,2946,,,,,,
B52C2089,001,28-09-2015,105,88,2945,,,,,,
B52C2089,001,29-09-2015,106,89,2944,,,,,,
B52C2089,001,30-09-2015,107,90,2943,,,,,,
B52C2089,001,01-10-2015,108,91,2942,,,,,,
B52C2089,001,02-10-2015,108,91,2942,,,,,,
B52C2089,001,03-10-2015,108,91,2942,,,,,,
B52C2089,001,04-10-2015,110,93,2940,,,,,,
B52C2089,001,05-10-2015,111,94,2939,,,,,,
B52C2089,001,06-10-2015,107,90,2943,,,,,,
B52C2089,001,07-10-2015,108,91,2942,,,,,,
B52C2089,001,08-10-2015,111,94,2939,,,,,,
B52C2089,001,09-10-2015,110,93,2940,,,,,,
B52C2089,001,10-10-2015,109,92,2941,,,,,,
B52C2089,001,11-10-2015,108,91,2942,,,,,,
B52C2089,001,12-10-2015,109,92,2941,,,,,,
B52C2089,001,13-10-2015,110,93,2940,,,,,,
B52C2089,001,14-10-2015,111,94,2939,,,,,,
B52C2089,001,15-10-2015,109,92,2941,,,,,,
B52C2089,001,16-10-2015,107,90,2943,,,,,,
B52C2089,001,17-10-2015,103,86,2947,,,,,,
B52C2089,001,18-10-2015,102,85,2948,,,,,,
B52C2089,001,19-10-2015,103,86,2947,,,,,,
B52C2089,001,20-10-2015,103,86,2947,,,,,,
B52C2089,001,21-10-2015,101,84,2949,,,,,,
B52C2089,001,22-10-2015,101,84,2949,,,,,,
B52C2089,001,23-10-2015,104,87,2946,,,,,,
B52C2089,001,24-10-2015,104,87,2946,,,,,,
B52C2089,001,25-10-2015,106,89,2944,,,,,,
B52C2089,001,26-10-2015,106,89,2944,,,,,,
B52C2089,001,27-10-2015,105,88,2945,,,,,,
B52C2089,001,28-10-2015,105,88,2945,,,,,,
B52C2089,001,29-10-2015,107,90,2943,,,,,,
B52C2089,001,30-10-2015,111,94,2939,,,,,,
B52C2089,001,31-10-2015,112,95,2938,,,,,,
B52C2089,001,01-11-2015,113,96,2937,,,,,,
B52C2089,001,02-11-2015,113,96,2937,,,,,,
B52C2089,001,03-11-2015,112,95,2938,,,,,,
B52C2089,001,04-11-2015,113,96,2937,,,,,,
B52C2089,001,05-11-2015,114,97,2936,,,,,,
B52C2089,001,06-11-2015,111,94,2939,,,,,,
B52C2089,001,07-11-2015,110,93,2940,,,,,,
B52C2089,001,08-11-2015,110,93,2940,,,,,,
B52C2089,001,09-11-2015,111,94,2939,,,,,,
B52C2089,001,10-11-2015,112,95,2938,,,,,,
B52C2089,001,11-11-2015,113,96,2937,,,,,,
B52C2089,001,12-11-2015,114,97,2936,,,,,,
B52C2089,001,13-11-2015,114,97,2936,,,,,,
B52C2089,001,14-11-2015,114,97,2936,,,,,,
B52C2089,001,15-11-2015,110,93,2940,,,,,,
B52C2089,001,16-11-2015,108,91,2942,,,,,,
B52C2089,001,17-11-2015,104,87,2946,,,,,,
B52C2089,001,18-11-2015,101,84,2949,,,,,,
B52C2089,001,19-11-2015,102,85,2948,,,,,,
B52C2089,001,20-11-2015,99,82,2951,,,,,,
B52C2089,001,21-11-2015,97,80,2953,,,,,,
B52C2089,001,22-11-2015,101,84,2949,,,,,,
B52C2089,001,23-11-2015,102,85,2948,,,,,,
B52C2089,001,24-11-2015,100,83,2950,,,,,,
B52C2089,001,25-11-2015,99,82,2951,,,,,,
B52C2089,001,26-11-2015,99,82,2951,,,,,,
B52C2089,001,27-11-2015,98,81,2952,,,,,,
B52C2089,001,28-11-2015,99,82,2951,,,,,,
B52C2089,001,29-11-2015,97,80,2953,,,,,,
B52C2089,001,30-11-2015,93,76,2957,,,,,,
B52C2089,001,01-12-2015,90,73,2960,,,,,,
B52C2089,001,02-12-2015,87,70,2963,,,,,,
B52C2089,001,03-12-2015,89,72,2961,,,,,,
B52C2089,001,04-12-2015,90,73,2960,,,,,,
B52C2089,001,05-12-2015,89,72,2961,,,,,,
B52C2089,001,06-12-2015,89,72,2961,,,,,,
B52C2089,001,07-12-2015,92,75,2958,,,,,,
B52C2089,001,08-12-2015,92,75,2958,,,,,,
B52C2089,001,09-12-2015,93,76,2957,,,,,,
B52C2089,001,10-12-2015,91,74,2959,,,,,,
B52C2089,001,11-12-2015,90,73,2960,,,,,,
B52C2089,001,12-12-2015,89,72,2961,,,,,,
B52C2089,001,13-12-2015,89,72,2961,,,,,,
B52C2089,001,14-12-2015,88,71,2962,,,,,,
B52C2089,001,15-12-2015,89,72,2961,,,,,,
B52C2089,001,16-12-2015,88,71,2962,,,,,,
B52C2089,001,17-12-2015,87,70,2963,,,,,,
B52C2089,001,18-12-2015,88,71,2962,,,,,,
B52C2089,001,19-12-2015,88,71,2962,,,,,,
B52C2089,001,20-12-2015,89,72,2961,,,,,,
B52C2089,001,21-12-2015,89,72,2961,,,,,,
B52C2089,001,22-12-2015,89,72,2961,,,,,,
B52C2089,001,23-12-2015,90,73,2960,,,,,,
B52C2089,001,24-12-2015,89,72,2961,,,,,,
B52C2089,001,25-12-2015,90,73,2960,,,,,,
B52C2089,001,26-12-2015,90,73,2960,,,,,,
B52C2089,001,27-12-2015,90,73,2960,,,,,,
B52C2089,001,28-12-2015,91,74,2959,,,,,,
B52C2089,001,29-12-2015,93,76,2957,,,,,,
B52C2089,001,30-12-2015,92,75,2958,,,,,,
B52C2089,001,31-12-2015,93,76,2957,,,,,,
B52C2089,001,01-01-2016,93,76,2957,,,,,,
B52C2089,001,02-01-2016,92,75,2958,,,,,,
B52C2089,001,03-01-2016,89,72,2961,,,,,,
B52C2089,001,04-01-2016,85,68,2965,,,,,,
B52C2089,001,05-01-2016,84,67,2966,,,,,,
B52C2089,001,06-01-2016,87,70,2963,,,,,,
B52C2089,001,07-01-2016,85,68,2965,,,,,,
B52C2089,001,08-01-2016,86,69,2964,,,,,,
B52C2089,001,09-01-2016,86,69,2964,,,,,,
B52C2089,001,10-01-2016,86,69,2964,,,,,,
B52C2089,001,11-01-2016,87,70,2963,,,,,,
B52C2089,001,12-01-2016,87,70,2963,,,,,,
B52C2089,001,13-01-2016,88,71,2962,,,,,,
B52C2089,001,14-01-2016,85,68,2965,,,,,,
B52C2089,001,15-01-2016,84,67,2966,,,,,,
B52C2089,001,16-01-2016,86,69,2964,,,,,,
B52C2089,001,17-01-2016,88,71,2962,,,,,,
B52C2089,001,18-01-2016,89,72,2961,,,,,,
B52C2089,001,19-01-2016,89,72,2961,,,,,,
B52C2089,001,20-01-2016,91,74,2959,,,,,,
B52C2089,001,21-01-2016,93,76,2957,,,,,,
B52C2089,001,22-01-2016,94,77,2956,,,,,,
B52C2089,001,23-01-2016,93,76,2957,,,,,,
B52C2089,001,24-01-2016,91,74,2959,,,,,,
B52C2089,001,25-01-2016,88,71,2962,,,,,,
B52C2089,001,26-01-2016,87,70,2963,,,,,,
B52C2089,001,27-01-2016,87,70,2963,,,,,,
B52C2089,001,28-01-2016,88,71,2962,,,,,,
B52C2089,001,29-01-2016,87,70,2963,,,,,,
B52C2089,001,30-01-2016,85,68,2965,,,,,,
B52C2089,001,31-01-2016,81,64,2969,,,,,,
B52C2089,001,01-02-2016,80,63,2970,,,,,,
B52C2089,001,02-02-2016,80,63,2970,,,,,,
B52C2089,001,03-02-2016,81,64,2969,,,,,,
B52C2089,001,04-02-2016,82,65,2968,,,,,,
B52C2089,001,05-02-2016,82,65,2968,,,,,,
B52C2089,001,06-02-2016,81,64,2969,,,,,,
B52C2089,001,07-02-2016,80,63,2970,,,,,,
B52C2089,001,08-02-2016,79,62,2971,,,,,,
B52C2089,001,09-02-2016,81,64,2969,,,,,,
B52C2089,001,10-02-2016,76,59,2974,,,,,,
B52C2089,001,11-02-2016,77,60,2973,,,,,,
B52C2089,001,12-02-2016,79,62,2971,,,,,,
B52C2089,001,13-02-2016,80,63,2970,,,,,,
B52C2089,001,14-02-2016,80,63,2970,,,,,,
B52C2089,001,15-02-2016,84,67,2966,,,,,,
B52C2089,001,16-02-2016,86,69,2964,,,,,,
B52C2089,001,17-02-2016,84,67,2966,,,,,,
B52C2089,001,18-02-2016,83,66,2967,,,,,,
B52C2089,001,19-02-2016,85,68,2965,,,,,,
B52C2089,001,20-02-2016,84,67,2966,,,,,,
B52C2089,001,21-02-2016,83,66,2967,,,,,,
B52C2089,001,22-02-2016,82,65,2968,,,,,,
B52C2089,001,23-02-2016,78,61,2972,,,,,,
B52C2089,001,24-02-2016,78,61,2972,,,,,,
B52C2089,001,25-02-2016,79,62,2971,,,,,,
B52C2089,001,26-02-2016,81,64,2969,,,,,,
B52C2089,001,27-02-2016,82,65,2968,,,,,,
B52C2089,001,28-02-2016,85,68,2965,,,,,,
B52C2089,001,29-02-2016,87,70,2963,,,,,,
B52C2089,001,01-03-2016,87,70,2963,,,,,,
B52C2089,001,02-03-2016,83,66,2967,,,,,,
B52C2089,001,03-03-2016,83,66,2967,,,,,,
B52C2089,001,04-03-2016,81,64,2969,,,,,,
B52C2089,001,05-03-2016,79,62,2971,,,,,,
B52C2089,001,06-03-2016,80,63,2970,,,,,,
B52C2089,001,07-03-2016,81,64,2969,,,,,,
B52C2089,001,08-03-2016,82,65,2968,,,,,,
B52C2089,001,09-03-2016,82,65,2968,,,,,,
B52C2089,001,10-03-2016,85,68,2965,,,,,,
B52C2089,001,11-03-2016,88,71,2962,,,,,,
B52C2089,001,12-03-2016,88,71,2962,,,,,,
B52C2089,001,13-03-2016,90,73,2960,,,,,,
B52C2089,001,14-03-2016,90,73,2960,,,,,,
B52C2089,001,15-03-2016,91,74,2959,,,,,,
B52C2089,001,16-03-2016,93,76,2957,,,,,,
B52C2089,001,17-03-2016,93,76,2957,,,,,,
B52C2089,001,18-03-2016,93,76,2957,,,,,,
B52C2089,001,19-03-2016,94,77,2956,,,,,,
B52C2089,001,20-03-2016,94,77,2956,,,,,,
B52C2089,001,21-03-2016,94,77,2956,,,,,,
B52C2089,001,22-03-2016,95,78,2955,,,,,,
B52C2089,001,23-03-2016,112,61,2972,,,,,,
B52C2089,001,24-03-2016,130,79,2954,,,,,,
B52C2089,001,25-03-2016,130,79,2954,,,,,,
B52C2089,001,26-03-2016,129,78,2955,,,,,,
B52C2089,001,27-03-2016,129,78,2955,,,,,,
B52C2089,001,28-03-2016,126,75,2958,,,,,,
B52C2089,001,29-03-2016,128,77,2956,,,,,,
B52C2089,001,30-03-2016,129,78,2955,,,,,,
B52C2089,001,31-03-2016,129,78,2955,,,,,,
B52C2089,001,01-04-2016,131,80,2953,,,,,,
B52C2089,001,02-04-2016,131,80,2953,,,,,,
B52C2089,001,03-04-2016,130,79,2954,,,,,,
B52C2089,001,04-04-2016,130,79,2954,,,,,,
B52C2089,001,05-04-2016,131,80,2953,,,,,,
B52C2089,001,06-04-2016,130,79,2954,,,,,,
B52C2089,001,07-04-2016,129,78,2955,,,,,,
B52C2089,001,08-04-2016,129,78,2955,,,,,,
B52C2089,001,09-04-2016,130,79,2954,,,,,,
B52C2089,001,10-04-2016,131,80,2953,,,,,,
B52C2089,001,11-04-2016,132,81,2952,,,,,,
B52C2089,001,12-04-2016,132,81,2952,,,,,,
B52C2089,001,13-04-2016,131,80,2953,,,,,,
B52C2089,001,14-04-2016,131,80,2953,,,,,,
B52C2089,001,15-04-2016,130,79,2954,,,,,,
B52C2089,001,16-04-2016,128,77,2956,,,,,,
B52C2089,001,17-04-2016,130,79,2954,,,,,,
B52C2089,001,18-04-2016,132,81,2952,,,,,,
B52C2089,001,19-04-2016,133,82,2951,,,,,,
B52C2089,001,20-04-2016,133,82,2951,,,,,,
B52C2089,001,21-04-2016,132,81,2952,,,,,,
B52C2089,001,22-04-2016,131,80,2953,,,,,,
B52C2089,001,23-04-2016,131,80,2953,,,,,,
B52C2089,001,24-04-2016,131,80,2953,,,,,,
B52C2089,001,25-04-2016,131,80,2953,,,,,,
B52C2089,001,26-04-2016,129,78,2955,,,,,,
B52C2089,001,27-04-2016,130,79,2954,,,,,,
B52C2089,001,28-04-2016,131,80,2953,,,,,,
B52C2089,001,29-04-2016,130,79,2954,,,,,,
B52C2089,001,30-04-2016,129,78,2955,,,,,,
B52C2089,001,01-05-2016,130,79,2954,,,,,,
B52C2089,001,02-05-2016,130,79,2954,,,,,,
B52C2089,001,03-05-2016,130,79,2954,,,,,,
B52C2089,001,04-05-2016,131,80,2953,,,,,,
B52C2089,001,05-05-2016,131,80,2953,,,,,,
B52C2089,001,06-05-2016,130,79,2954,,,,,,
B52C2089,001,07-05-2016,131,80,2953,,,,,,
B52C2089,001,08-05-2016,132,81,2952,,,,,,
B52C2089,001,09-05-2016,133,82,2951,,,,,,
B52C2089,001,10-05-2016,134,83,2950,,,,,,
B52C2089,001,11-05-2016,133,82,2951,,,,,,
B52C2089,001,12-05-2016,133,82,2951,,,,,,
B52C2089,001,13-05-2016,134,83,2950,,,,,,
B52C2089,001,14-05-2016,136,85,2948,,,,,,
B52C2089,001,15-05-2016,138,87,2946,,,,,,
B52C2089,001,16-05-2016,139,88,2945,,,,,,
B52C2089,001,17-05-2016,139,88,2945,,,,,,
B52C2089,001,18-05-2016,138,87,2946,,,,,,
B52C2089,001,19-05-2016,137,86,2947,,,,,,
B52C2089,001,20-05-2016,139,88,2945,,,,,,
B52C2089,001,21-05-2016,139,88,2945,,,,,,
B52C2089,001,22-05-2016,139,88,2945,,,,,,
B52C2089,001,23-05-2016,139,88,2945,,,,,,
B52C2089,001,24-05-2016,138,87,2946,,,,,,
B52C2089,001,25-05-2016,138,87,2946,,,,,,
B52C2089,001,26-05-2016,138,87,2946,,,,,,
B52C2089,001,27-05-2016,138,87,2946,,,,,,
B52C2089,001,28-05-2016,138,87,2946,,,,,,
B52C2089,001,29-05-2016,138,87,2946,,,,,,
B52C2089,001,30-05-2016,138,87,2946,,,,,,
B52C2089,001,31-05-2016,134,83,2950,,,,,,
B52C2089,001,01-06-2016,135,84,2949,,,,,,
B52C2089,001,02-06-2016,112,61,2972,,,,,,
B52C2089,001,03-06-2016,109,58,2975,,,,,,
B52C2089,001,04-06-2016,112,61,2972,,,,,,
B52C2089,001,05-06-2016,113,62,2971,,,,,,
B52C2089,001,06-06-2016,115,64,2969,,,,,,
B52C2089,001,07-06-2016,117,66,2967,,,,,,
B52C2089,001,08-06-2016,116,65,2968,,,,,,
B52C2089,001,09-06-2016,116,65,2968,,,,,,
B52C2089,001,10-06-2016,117,66,2967,,,,,,
B52C2089,001,11-06-2016,119,68,2965,,,,,,
B52C2089,001,12-06-2016,120,69,2964,,,,,,
B52C2089,001,13-06-2016,113,62,2971,,,,,,
B52C2089,001,14-06-2016,108,57,2976,,,,,,
B52C2089,001,15-06-2016,108,57,2976,,,,,,
B52C2089,001,16-06-2016,106,55,2978,,,,,,
B52C2089,001,17-06-2016,107,56,2977,,,,,,
B52C2089,001,18-06-2016,109,58,2975,,,,,,
B52C2089,001,19-06-2016,111,60,2973,,,,,,
B52C2089,001,20-06-2016,112,61,2972,,,,,,
B52C2089,001,21-06-2016,109,58,2975,,,,,,
B52C2089,001,22-06-2016,109,58,2975,,,,,,
B52C2089,001,23-06-2016,109,58,2975,,,,,,
B52C2089,001,24-06-2016,96,45,2988,,,,,,
B52C2089,001,25-06-2016,95,44,2989,,,,,,
B52C2089,001,26-06-2016,98,47,2986,,,,,,
B52C2089,001,27-06-2016,101,50,2983,,,,,,
B52C2089,001,28-06-2016,104,53,2980,,,,,,
B52C2089,001,29-06-2016,103,52,2981,,,,,,
B52C2089,001,30-06-2016,105,54,2979,,,,,,
B52C2089,001,01-07-2016,109,58,2975,,,,,,
B52C2089,001,02-07-2016,109,58,2975,,,,,,
B52C2089,001,03-07-2016,109,58,2975,,,,,,
B52C2089,001,04-07-2016,110,59,2974,,,,,,
B52C2089,001,05-07-2016,112,61,2972,,,,,,
B52C2089,001,06-07-2016,115,64,2969,,,,,,
B52C2089,001,07-07-2016,118,67,2966,,,,,,
B52C2089,001,08-07-2016,119,68,2965,,,,,,
B52C2089,001,09-07-2016,121,70,2963,,,,,,
B52C2089,001,10-07-2016,120,69,2964,,,,,,
B52C2089,001,11-07-2016,119,68,2965,,,,,,
B52C2089,001,12-07-2016,120,69,2964,,,,,,
B52C2089,001,13-07-2016,120,69,2964,,,,,,
B52C2089,001,14-07-2016,126,75,2958,,,,,,
B52C2089,001,15-07-2016,129,78,2955,,,,,,
B52C2089,001,16-07-2016,130,79,2954,,,,,,
B52C2089,001,17-07-2016,131,80,2953,,,,,,
B52C2089,001,18-07-2016,132,81,2952,,,,,,
B52C2089,001,19-07-2016,134,83,2950,,,,,,
B52C2089,001,20-07-2016,134,83,2950,,,,,,
B52C2089,001,21-07-2016,136,85,2948,,,,,,
B52C2089,001,22-07-2016,137,86,2947,,,,,,
B52C2089,001,23-07-2016,137,86,2947,,,,,,
B52C2089,001,24-07-2016,137,86,2947,,,,,,
B52C2089,001,25-07-2016,137,86,2947,,,,,,
B52C2089,001,26-07-2016,138,87,2946,,,,,,
B52C2089,001,27-07-2016,138,87,2946,,,,,,
B52C2089,001,28-07-2016,138,87,2946,,,,,,
B52C2089,001,29-07-2016,138,87,2946,,,,,,
B52C2089,001,30-07-2016,139,88,2945,,,,,,
B52C2089,001,31-07-2016,140,89,2944,,,,,,
B52C2089,001,01-08-2016,141,90,2943,,,,,,
B52C2089,001,02-08-2016,142,91,2942,,,,,,
B52C2089,001,03-08-2016,139,88,2945,,,,,,
B52C2089,001,04-08-2016,137,86,2947,,,,,,
B52C2089,001,05-08-2016,137,86,2947,,,,,,
B52C2089,001,06-08-2016,138,87,2946,,,,,,
B52C2089,001,07-08-2016,138,87,2946,,,,,,
B52C2089,001,08-08-2016,137,86,2947,,,,,,
B52C2089,001,09-08-2016,138,87,2946,,,,,,
B52C2089,001,10-08-2016,139,88,2945,,,,,,
B52C2089,001,11-08-2016,140,89,2944,,,,,,
B52C2089,001,12-08-2016,140,89,2944,,,,,,
B52C2089,001,13-08-2016,140,89,2944,,,,,,
B52C2089,001,14-08-2016,141,90,2943,,,,,,
B52C2089,001,15-08-2016,142,91,2942,,,,,,
B52C2089,001,16-08-2016,142,91,2942,,,,,,
B52C2089,001,17-08-2016,142,91,2942,,,,,,
B52C2089,001,18-08-2016,142,91,2942,,,,,,
B52C2089,001,19-08-2016,143,92,2941,,,,,,
B52C2089,001,20-08-2016,144,93,2940,,,,,,
B52C2089,001,21-08-2016,146,95,2938,,,,,,
B52C2089,001,22-08-2016,147,96,2937,,,,,,
B52C2089,001,23-08-2016,148,97,2936,,,,,,
B52C2089,001,24-08-2016,147,96,2937,,,,,,
B52C2089,001,25-08-2016,148,97,2936,,,,,,
B52C2089,001,26-08-2016,150,99,2934,,,,,,
B52C2089,001,27-08-2016,152,101,2932,,,,,,
B52C2089,001,28-08-2016,151,100,2933,,,,,,
B52C2089,001,29-08-2016,153,102,2931,,,,,,
B52C2089,001,30-08-2016,154,103,2930,,,,,,
B52C2089,001,31-08-2016,154,103,2930,,,,,,
B52C2089,001,01-09-2016,155,104,2929,,,,,,
B52C2089,001,02-09-2016,156,105,2928,,,,,,
B52C2089,001,03-09-2016,156,105,2928,,,,,,
B52C2089,001,04-09-2016,156,105,2928,,,,,,
B52C2089,001,05-09-2016,155,104,2929,,,,,,
B52C2089,001,06-09-2016,156,105,2928,,,,,,
B52C2089,001,07-09-2016,156,105,2928,,,,,,
B52C2089,001,08-09-2016,154,103,2930,,,,,,
B52C2089,001,09-09-2016,156,105,2928,,,,,,
B52C2089,001,10-09-2016,156,105,2928,,,,,,
B52C2089,001,11-09-2016,157,106,2927,,,,,,
B52C2089,001,12-09-2016,157,106,2927,,,,,,
B52C2089,001,13-09-2016,158,107,2926,,,,,,
B52C2089,001,14-09-2016,159,108,2925,,,,,,
B52C2089,001,15-09-2016,160,109,2924,,,,,,
B52C2089,001,16-09-2016,158,107,2926,,,,,,
B52C2089,001,17-09-2016,158,107,2926,,,,,,
B52C2089,001,18-09-2016,159,108,2925,,,,,,
B52C2089,001,19-09-2016,159,108,2925,,,,,,
B52C2089,001,20-09-2016,159,108,2925,,,,,,
B52C2089,001,21-09-2016,158,107,2926,,,,,,
B52C2089,001,22-09-2016,159,108,2925,,,,,,
B52C2089,001,23-09-2016,159,108,2925,,,,,,
B52C2089,001,24-09-2016,160,109,2924,,,,,,
B52C2089,001,25-09-2016,160,109,2924,,,,,,
B52C2089,001,26-09-2016,161,110,2923,,,,,,
B52C2089,001,27-09-2016,163,112,2921,,,,,,
B52C2089,001,28-09-2016,161,110,2923,,,,,,
B52C2089,001,29-09-2016,162,111,2922,,,,,,
B52C2089,001,30-09-2016,162,111,2922,,,,,,
B52C2089,001,01-10-2016,162,111,2922,,,,,,
B52C2089,001,02-10-2016,163,112,2921,,,,,,
B52C2089,001,03-10-2016,165,114,2919,,,,,,
B52C2089,001,04-10-2016,166,115,2918,,,,,,
B52C2089,001,05-10-2016,167,116,2917,,,,,,
B52C2089,001,06-10-2016,167,116,2917,,,,,,
B52C2089,001,07-10-2016,166,115,2918,,,,,,
B52C2089,001,08-10-2016,166,115,2918,,,,,,
B52C2089,001,09-10-2016,167,116,2917,,,,,,
B52C2089,001,10-10-2016,168,117,2916,,,,,,
B52C2089,001,11-10-2016,168,117,2916,,,,,,
B52C2089,001,12-10-2016,167,116,2917,,,,,,
B52C2089,001,13-10-2016,166,115,2918,,,,,,
B52C2089,001,14-10-2016,165,114,2919,,,,,,
B52C2089,001,15-10-2016,165,114,2919,,,,,,
B52C2089,001,16-10-2016,167,116,2917,,,,,,
B52C2089,001,17-10-2016,168,117,2916,,,,,,
B52C2089,001,18-10-2016,168,117,2916,,,,,,
B52C2089,001,19-10-2016,165,114,2919,,,,,,
B52C2089,001,20-10-2016,165,114,2919,,,,,,
B52C2089,001,21-10-2016,162,111,2922,,,,,,
B52C2089,001,22-10-2016,161,110,2923,,,,,,
B52C2089,001,23-10-2016,161,110,2923,,,,,,
B52C2089,001,24-10-2016,161,110,2923,,,,,,
B52C2089,001,25-10-2016,161,110,2923,,,,,,
B52C2089,001,26-10-2016,162,111,2922,,,,,,
B52C2089,001,27-10-2016,163,112,2921,,,,,,
B52C2089,001,28-10-2016,163,112,2921,,,,,,
B52C2089,001,29-10-2016,163,112,2921,,,,,,
B52C2089,001,30-10-2016,162,111,2922,,,,,,
B52C2089,001,31-10-2016,162,111,2922,,,,,,
B52C2089,001,01-11-2016,161,110,2923,,,,,,
B52C2089,001,02-11-2016,160,109,2924,,,,,,
B52C2089,001,03-11-2016,161,110,2923,,,,,,
B52C2089,001,04-11-2016,160,109,2924,,,,,,
B52C2089,001,05-11-2016,158,107,2926,,,,,,
B52C2089,001,06-11-2016,158,107,2926,,,,,,
B52C2089,001,07-11-2016,159,108,2925,,,,,,
B52C2089,001,08-11-2016,160,109,2924,,,,,,
B52C2089,001,09-11-2016,158,107,2926,,,,,,
B52C2089,001,10-11-2016,157,106,2927,,,,,,
B52C2089,001,11-11-2016,155,104,2929,,,,,,
B52C2089,001,12-11-2016,155,104,2929,,,,,,
B52C2089,001,13-11-2016,154,103,2930,,,,,,
B52C2089,001,14-11-2016,154,103,2930,,,,,,
B52C2089,001,15-11-2016,151,100,2933,,,,,,
B52C2089,001,16-11-2016,146,95,2938,,,,,,
B52C2089,001,17-11-2016,141,90,2943,,,,,,
B52C2089,001,18-11-2016,135,84,2949,,,,,,
B52C2089,001,19-11-2016,134,83,2950,,,,,,
B52C2089,001,20-11-2016,132,81,2952,,,,,,
B52C2089,001,21-11-2016,133,82,2951,,,,,,
B52C2089,001,22-11-2016,132,81,2952,,,,,,
B52C2089,001,23-11-2016,133,82,2951,,,,,,
B52C2089,001,24-11-2016,133,82,2951,,,,,,
B52C2089,001,25-11-2016,133,82,2951,,,,,,
B52C2089,001,26-11-2016,133,82,2951,,,,,,
